model,n_seeds,macro_f1_mean,macro_f1_std,qwk_mean,qwk_std,bacc_mean,bacc_std
convnext_tiny,3,0.7093263405691866,0.0034466327656331574,0.8299285878664834,0.007132342337403715,0.7160582738917611,0.004205414393512993
vgg16,3,0.6926275778150184,0.022895822418634942,0.8231103399043457,0.020098397253524213,0.6973719116547986,0.012548132969315513
