auc_roc,average_precision,sensitivity_at_spec>=0.90,specificity_at_sens>=0.90,acc@0.5,sensitivity@0.5,specificity@0.5,precision@0.5,f1@0.5,n_OA,n_noOA
0.9648619510424863,0.9616422662456612,0.88268156424581,0.8776671408250356,0.896774193548387,0.8175046554934823,0.957325746799431,0.9360341151385928,0.8727634194831014,537,703
